iter	RMSE
893	521.1357475
894	521.0786613
895	521.0445549
896	520.9777419
897	520.8756835
898	520.837868
899	520.7770205
900	520.7098178
901	520.6244006
902	520.5990345
903	520.5921054
904	520.5582508
905	520.5203626
906	520.4605671
907	520.4591468
908	520.3549495
909	520.2688544
910	520.2274619
911	520.1519864
912	520.0839939
913	519.9770549
914	519.87984
915	519.8273726
916	519.7858207
917	519.7848467
918	519.7339235
919	519.6035971
920	519.535232
921	519.4890359
922	519.4108574
923	519.3585983
924	519.3159779
925	519.2835833
926	519.1865293
927	519.124509
928	519.1233407
929	519.0667548
930	518.960533
931	518.8979995
932	518.8713207
933	518.7893789
934	518.7585572
935	518.7215778
936	518.6600182
937	518.6309228
938	518.5707664
939	518.4753782
940	518.3757463
941	518.3257289
942	518.2380716
943	518.237204
944	518.1845415
945	518.1463392
946	518.0741792
947	518.0259616
948	517.9676936
949	517.9184543
950	517.9177529
951	517.8323286
952	517.8023102
953	517.7346583
954	517.6645218
955	517.5871697
956	517.5188349
957	517.5176491
958	517.4362614
959	517.3904654
960	517.2883625
961	517.1996215
962	517.1249696
963	517.0220973
964	516.9735931
965	516.9235463
966	516.8541055
967	516.8003225
968	516.6999457
969	516.6991847
970	516.6984284
971	516.6354671
972	516.5513833
973	516.4733313
974	516.4239552
975	516.3414543
976	516.2671916
977	516.2076231
978	516.1223883
979	516.1025364
980	516.0779817
981	516.0456169
982	515.981735
983	515.8888979
984	515.8580991
985	515.8204141
986	515.7195264
987	515.6631497
988	515.5641331
989	515.4577782
990	515.422244
991	515.3926649
992	515.3207234
993	515.2973645
994	515.2454931
995	515.1597634
996	515.089326
997	515.0227251
998	514.8946108
999	514.8368871
