iter	RMSE
252	570.876041
253	570.774928
254	570.6795494
255	570.5462617
256	570.4160272
257	570.2759478
258	570.1918231
259	570.1175173
260	570.0412446
261	569.9599037
262	569.8812577
263	569.8025898
264	569.7086167
265	569.6145625
266	569.5379363
267	569.4683309
268	569.3050146
269	569.1981979
270	569.137872
271	569.0225267
272	568.878394
273	568.8054898
274	568.6531727
275	568.5523399
276	568.4872837
277	568.4245064
278	568.2893542
279	568.1764716
280	568.1555915
281	567.9791793
282	567.9582109
283	567.8054191
284	567.6883031
285	567.4955638
286	567.3701928
287	567.312907
288	567.1605428
289	567.1368394
290	566.937425
291	566.8739386
292	566.7885665
293	566.6523472
294	566.5479301
295	566.4169855
296	566.3670271
297	566.2521288
298	566.1475092
299	566.1325447
300	566.0948843
301	566.010752
302	565.8934004
303	565.7660894
304	565.724886
305	565.7197846
306	565.5888399
307	565.4997358
308	565.4609901
309	565.428715
310	565.3342103
311	565.2422654
312	565.1607473
313	565.0645123
314	564.9300446
315	564.87434
316	564.8080083
317	564.693379
318	564.5880826
319	564.4363906
320	564.324336
321	564.2512373
322	564.1961128
323	564.03715
324	563.9669293
325	563.8954133
326	563.8000509
327	563.638668
328	563.5233032
329	563.4590207
330	563.4316841
331	563.302648
332	563.1430814
333	562.9773395
334	562.9099563
335	562.8141384
336	562.6684205
337	562.6531393
338	562.5591699
339	562.5239548
340	562.4488169
341	562.3180231
342	562.1745662
343	562.074166
344	561.9490522
345	561.8343544
346	561.7506824
347	561.6627566
348	561.5490626
349	561.4673848
350	561.3771049
351	561.3423391
352	561.2957259
353	561.1820074
354	561.0976614
355	561.0617025
356	560.9646988
357	560.8783818
358	560.7626106
359	560.7202282
360	560.6166028
361	560.5592146
362	560.5387604
363	560.3623042
364	560.2450807
365	560.1345638
366	560.0081846
367	559.9296447
368	559.8450976
369	559.6708274
370	559.6078079
371	559.5723225
372	559.4337724
373	559.4012592
374	559.257592
375	559.109733
376	559.0171332
377	558.9233977
378	558.8052751
379	558.6822571
380	558.609619
381	558.5354955
382	558.4652241
383	558.4188908
384	558.3083627
385	558.2235989
386	558.1369385
387	558.0514538
388	557.9479319
389	557.7991485
390	557.7348048
391	557.5872535
392	557.4758797
393	557.2748725
394	557.1455929
395	557.0176501
396	556.8783433
397	556.760053
398	556.6497877
399	556.5907965
400	556.5111329
401	556.4531652
402	556.3536886
403	556.2300181
404	556.1731783
405	556.1372936
406	556.0847702
407	556.0380942
408	555.9454408
409	555.8295788
410	555.599048
411	555.4895964
412	555.4520089
413	555.3422937
414	555.2345944
415	555.1041049
416	555.0027013
417	554.9247845
418	554.8348812
419	554.7262308
420	554.6699099
421	554.6120133
422	554.5607279
423	554.4423835
424	554.3900425
425	554.2742891
426	554.1477543
427	554.050022
428	553.9871001
429	553.9564922
430	553.8769173
431	553.7823745
432	553.6552857
433	553.5520577
434	553.4853585
435	553.4330361
436	553.3602415
437	553.2763701
438	553.2157675
439	553.064452
440	553.0075751
441	552.8996848
442	552.8164438
443	552.7230856
444	552.6595613
445	552.5254436
446	552.4139201
447	552.3581431
448	552.2706875
449	552.1767368
450	552.1071897
451	551.996503
452	551.8320859
453	551.7214654
454	551.6874317
455	551.6017276
456	551.5123101
457	551.3919564
458	551.2815076
459	551.1623383
460	551.0827123
461	550.9855233
462	550.9484425
463	550.8222982
464	550.7813519
465	550.6671863
466	550.5814738
467	550.5375123
468	550.4822637
469	550.4013204
470	550.3084801
471	550.225085
472	550.1294633
473	550.1088426
474	550.0123558
475	549.9642835
476	549.8836426
477	549.817079
478	549.7205122
479	549.6665246
480	549.5812157
481	549.5142253
482	549.4934043
483	549.419277
484	549.3498535
485	549.2427322
486	549.1475133
487	549.0507462
488	548.9337915
489	548.8694618
490	548.7940189
491	548.6914423
492	548.6889305
493	548.6270411
494	548.5410749
495	548.4670528
496	548.3769792
497	548.2234326
498	548.1590052
499	548.0668998
500	547.9981815
501	547.9401838
502	547.8682141
503	547.787285
504	547.7372961
505	547.6667378
506	547.5825989
507	547.5011979
508	547.3991513
509	547.3617275
510	547.2437273
511	547.2178494
512	547.1807441
513	547.1587589
514	547.0986536
515	547.0131681
516	546.9607391
517	546.817034
518	546.8006304
519	546.7011507
520	546.6524246
521	546.5524531
522	546.4753327
523	546.4207427
524	546.3258376
525	546.2542672
526	546.2521352
527	546.1817262
528	546.1493753
529	546.0871054
530	545.994143
531	545.8764649
532	545.7758601
533	545.7014295
534	545.6147497
535	545.4913616
536	545.4198873
537	545.3014422
538	545.225893
539	545.1804455
540	545.1088784
541	545.0984027
542	545.0447525
543	544.9638236
544	544.8864446
545	544.8104476
546	544.719998
547	544.6438619
548	544.5772226
549	544.535605
550	544.4348802
551	544.3796
552	544.3524342
553	544.3328058
554	544.2753008
555	544.25483
556	544.1294996
557	544.0733993
558	544.0179611
559	543.955561
560	543.8444314
561	543.7454636
562	543.6639123
563	543.6113581
564	543.5427225
565	543.439974
566	543.3657421
567	543.2891532
568	543.2664747
569	543.2646301
570	543.198257
571	543.1804058
572	543.1272334
573	543.0661702
574	542.9920092
575	542.9328231
576	542.8273966
577	542.7603285
578	542.6809676
579	542.598582
580	542.5236825
581	542.4380452
582	542.3749827
583	542.2868836
584	542.172187
585	542.1077897
586	542.0556029
587	541.9685984
588	541.9330248
589	541.8721622
590	541.7880157
591	541.7427953
592	541.6301435
593	541.5190617
594	541.4994395
595	541.4724724
596	541.4378932
597	541.3299093
598	541.2332324
599	541.1981437
600	541.1477264
601	541.0701319
602	540.994966
603	540.9348272
604	540.8436402
605	540.8419097
606	540.8218269
607	540.8201798
608	540.7334153
609	540.6903335
610	540.6506525
611	540.5764311
612	540.5092016
613	540.3969335
614	540.3474176
615	540.3131988
616	540.2868496
617	540.1951991
618	540.1938521
619	540.1218373
620	540.0349967
621	540.0160799
622	540.0152145
623	539.9979995
624	539.934542
625	539.8474317
626	539.7241876
627	539.6277697
628	539.5924424
629	539.5415136
630	539.4251772
631	539.3261184
632	539.2872067
633	539.2144823
634	539.1424879
635	539.0853465
636	539.0083854
637	538.9481978
638	538.8741087
639	538.8128419
640	538.7599458
641	538.6801755
642	538.6124208
643	538.5862065
644	538.507959
645	538.4430505
646	538.3847792
647	538.3102103
648	538.2724233
649	538.2239401
650	538.1480091
651	538.0637957
652	538.0623962
653	537.958426
654	537.8850358
655	537.783824
656	537.7376065
657	537.6545479
658	537.630271
659	537.5529416
660	537.4744914
661	537.4109907
662	537.3271041
663	537.2452675
664	537.2321612
665	537.0773952
666	537.0158123
667	536.938804
668	536.8769942
669	536.8161399
670	536.7072045
671	536.6655512
672	536.630997
673	536.5744296
674	536.5212887
675	536.4097912
676	536.3131898
677	536.2563895
678	536.1174951
679	536.0445386
680	535.9401564
681	535.9391678
682	535.8186284
683	535.81716
684	535.7547897
685	535.7162968
686	535.7151453
687	535.6788835
688	535.6464691
689	535.5625842
690	535.5616824
691	535.5110396
692	535.4385174
693	535.3256193
694	535.2174807
695	535.1748619
696	535.1019531
697	534.9615356
698	534.8725661
699	534.8216099
700	534.7543421
701	534.6920426
702	534.6055195
703	534.48323
704	534.4003929
705	534.2721814
706	534.1953382
707	534.104965
708	534.1039211
709	534.0129039
710	533.8951125
711	533.7937739
712	533.6952088
713	533.6267496
714	533.5443576
715	533.4562364
716	533.3968929
717	533.3570926
718	533.3102852
719	533.2408532
720	533.145559
721	533.0895102
722	532.9940194
723	532.9230463
724	532.8430817
725	532.8414695
726	532.7563308
727	532.7168197
728	532.6680443
729	532.6004049
730	532.4905229
731	532.4452901
732	532.3827004
733	532.2881544
734	532.1842764
735	532.124722
736	532.0279093
737	531.9240078
738	531.8550586
739	531.7851957
740	531.7008658
741	531.6050147
742	531.5209132
743	531.4299064
744	531.3489099
745	531.3296977
746	531.2530469
747	531.1575567
748	531.0899445
749	531.0473907
750	530.9757361
751	530.8471773
752	530.8463275
753	530.7587505
754	530.6850427
755	530.6100655
756	530.5107311
757	530.4173934
758	530.3403611
759	530.2566331
760	530.1924043
761	530.0727707
762	529.9542502
763	529.8414246
764	529.7416579
765	529.724183
766	529.6535098
767	529.5830056
768	529.5821406
769	529.5812293
770	529.5587144
771	529.5578896
772	529.4954392
773	529.4086699
774	529.3650893
775	529.3120006
776	529.258026
777	529.1958358
778	529.1952909
779	529.1530981
780	529.0607231
781	529.0190697
782	528.945455
783	528.9414686
784	528.7904492
785	528.7388454
786	528.6987517
787	528.6757426
788	528.6067208
789	528.5954132
790	528.5388677
791	528.4945547
792	528.3906045
793	528.3261439
794	528.2515475
795	528.2236573
796	528.1452798
797	528.0823202
798	528.0801031
799	527.985997
800	527.9261621
801	527.8323514
802	527.745264
803	527.6715291
804	527.6064567
805	527.5508781
806	527.5022214
807	527.4699435
808	527.4692987
809	527.4100093
810	527.3504889
811	527.2966632
812	527.2456332
813	527.1289686
814	527.1278927
815	527.0832726
816	527.0230765
817	526.9731976
818	526.9725684
819	526.9039181
820	526.8469992
821	526.8019462
822	526.6936359
823	526.6929711
824	526.6152466
825	526.5495926
826	526.422189
827	526.3486553
828	526.3000308
829	526.2011218
830	526.1161889
831	526.0576826
832	526.0114717
833	525.9409
834	525.8834693
835	525.8302159
836	525.7582329
837	525.7160558
838	525.6186982
839	525.5514662
840	525.5507839
841	525.4914833
842	525.3991892
843	525.3510837
844	525.267763
845	525.1571819
846	525.1183906
847	525.0553862
848	524.9699226
849	524.8917154
850	524.8560497
851	524.8510976
852	524.7934835
853	524.7194628
854	524.6281313
855	524.5612249
856	524.4799223
857	524.4051687
858	524.3225032
859	524.2452184
860	524.1792142
861	524.107623
862	524.0538153
863	523.9943236
864	523.9314602
865	523.8455745
866	523.7175491
867	523.6380067
868	523.5823624
869	523.5115199
870	523.4294034
871	523.3888292
872	523.3118676
873	523.2823532
874	523.2328383
875	523.1784323
876	523.1018705
877	523.0102926
878	522.9427734
879	522.8870921
880	522.7549343
881	522.6617253
882	522.5686427
883	522.5362767
884	522.5007075
885	522.5001689
886	522.4305984
887	522.4275685
888	522.3665998
889	522.3283865
890	522.3276598
891	522.2954141
892	522.2302532
893	522.1450215
894	522.0751218
895	522.0104875
896	521.9623898
897	521.9195711
898	521.8766173
899	521.8258719
900	521.7351583
901	521.6604196
902	521.6097229
903	521.5360605
904	521.4578075
905	521.4030205
906	521.3066863
907	521.2282481
908	521.1199249
909	521.056008
910	521.0148664
911	520.9200416
912	520.8640491
913	520.8123848
914	520.7453519
915	520.7203021
916	520.6615081
917	520.5982249
918	520.53303
919	520.4434425
920	520.3701403
921	520.3187504
922	520.2570029
923	520.226508
924	520.1444224
925	520.0862622
926	520.0489351
927	519.9639608
928	519.9123756
929	519.8403289
930	519.8136565
931	519.7695393
932	519.6371341
933	519.6182374
934	519.5485615
935	519.4914
936	519.4270665
937	519.3631051
938	519.3295056
939	519.2921593
940	519.2917491
941	519.2063376
942	519.1282652
943	519.0658227
944	518.9769592
945	518.920892
946	518.8428149
947	518.802443
948	518.7379124
949	518.6917206
950	518.6053842
951	518.5321422
952	518.4588806
953	518.4253374
954	518.3061696
955	518.2135151
956	518.1119755
957	518.0552774
958	517.9899503
959	517.9214264
960	517.8827285
961	517.8122085
962	517.7734007
963	517.7084962
964	517.6300819
965	517.5641413
966	517.5009013
967	517.4149949
968	517.3587987
969	517.2879232
970	517.2361484
971	517.2010422
972	517.1365125
973	517.1135623
974	517.0145673
975	516.9590765
976	516.9249048
977	516.8930269
978	516.8612774
979	516.8476505
980	516.701112
981	516.6543632
982	516.5703504
983	516.5205515
984	516.4595886
985	516.4154911
986	516.3276176
987	516.2787431
988	516.2238911
989	516.2234862
990	516.1597235
991	516.1279429
992	516.0522651
993	515.9941255
994	515.9443323
995	515.8965473
996	515.8377966
997	515.8006832
998	515.7481647
999	515.7121126
